Joint_0,Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6
2.2624154735149795,0.8875162830647801,-1.1821909364551746,-1.6640009395802182,0.8158014708452901,1.1319865615745919,0.861324639779652
2.1830068008576653,1.068362491338011,-1.148370974427124,-1.3627696567671588,0.7571095443442785,1.1743639193945619,1.2281291670476917
2.0437791092799884,1.1981091630287697,-1.2250500001308735,-1.1048083169336502,0.8824589762053134,1.2927516430653991,1.208686080389003
2.5154353579759268,1.5657385045397019,-1.3481687363178787,-1.6713600325593743,1.6596688459101545,-0.0022915635299109774,1.0356347715184064
2.0827791927109116,1.5354077495562009,-1.7206338923487396,-1.4974380099045521,1.3107795844343466,1.3629121492651992,0.6173173718131203
2.1250194508820637,0.9333565425449798,-1.0602575600464492,-1.5245954021151724,0.9187605355466101,1.17216169817823,0.7353784654047606
1.972020446753873,1.2015714054999576,-1.1367248844023319,-1.0034344175494245,0.8845461487861962,1.3158212759638954,1.0747949641463415
2.217192221850197,1.2185966747831387,-1.0874921904941197,-0.8546928692421164,0.8393646620868325,1.374052684709948,1.58533630754618
2.365492271342671,0.61872126383071,-0.6239452473211808,-1.6485396116250286,0.30312946411758585,0.9765193464158185,1.842601603638092
2.3643845694440437,0.4525592663911567,-0.408729420587652,-1.8212895770738804,0.06322388107439719,0.9576833806095837,1.8349037165075168
2.5735093539495786,0.6269015160060554,-0.07299405631256083,-1.5894808718713027,-0.06659298228290636,1.0759537187800023,2.3662059318923228
2.3907263151900002,0.8567638033014551,-0.1868332273506426,-1.1951895661113072,-0.07570837550101851,1.2769314474907314,2.2215662842092367
2.246310293162397,1.005153614531944,-0.2544956818620577,-0.9224114697956542,-0.005924904990994816,1.30994451173516,2.1360931743594644
2.3233686196005925,1.0379931471247483,-0.31519871713895553,-1.0175758029513804,0.1872022217195066,1.1349505001088642,2.155149170552006
2.553575932745505,0.8718895728365762,-0.3370457194074942,-1.382403951772136,0.31325776405401484,1.0091749211963796,2.212431368676226
2.3175412303000638,1.0491213988331385,-0.6456881067750008,-1.1397802625905287,0.6414310944422807,0.4650487463071531,1.7077886008847853
2.39411521434453,1.3041520563995235,-0.693729029437926,-1.2472839132057298,0.7791593675727334,-0.3446854830379036,1.6853655169173762
2.4534329930296765,1.2317729705577276,-0.817932997063938,-1.2027808535489921,0.7981754563537793,-0.22106946153176776,1.6549741217780116
2.48945008296697,1.244683815715722,-1.0966762412998137,-1.0772537076383963,0.5384468147947243,1.4145083120868431,1.7025367539763878
